,index,restaurant,type,name,description
3722,3722,Bonta Italian Ristorante,Pasta - Alla Panna (Cream Sauce),Firenze (Full),Minibella mushrooms and pancetta in a garlic-oregano cream sauce.
3723,3723,Bonta Italian Ristorante,Pasta - Alla Panna (Cream Sauce),Verona (Half),"Chicken breast, mushrooms, and red peppers in a garlic cream sauce."
3724,3724,Bonta Italian Ristorante,Pasta - Alla Panna (Cream Sauce),Verona (Full),"Chicken breast, mushrooms, and red peppers in a garlic cream sauce."
3725,3725,Bonta Italian Ristorante,Pasta - Alla Panna (Cream Sauce),Pesto (Half),Creamy basil sauce.
3726,3726,Bonta Italian Ristorante,Pasta - Alla Panna (Cream Sauce),Pesto (Full),Creamy basil sauce.
3727,3727,Bonta Italian Ristorante,Pasta - Alla Panna (Cream Sauce),Alla Borina (Half),"Spicy Italian sausage, mushrooms, and peas in a creamy sauce."
3728,3728,Bonta Italian Ristorante,Pasta - Alla Panna (Cream Sauce),Alla Borina (Full),"Spicy Italian sausage, mushrooms, and peas in a creamy sauce."
3729,3729,Bonta Italian Ristorante,Pasta - Alla Panna (Cream Sauce),Paesana (Half),"Baby shrimp, baby scallops, baby clams, and smoked salmon in a light dill cream sauce."
3730,3730,Bonta Italian Ristorante,Pasta - Alla Panna (Cream Sauce),Paesana (Full),"Baby shrimp, baby scallops, baby clams, and smoked salmon in a light dill cream sauce."
3731,3731,Bonta Italian Ristorante,Pasta - Alla Panna (Cream Sauce),Milano (Half),"Italian ham, mushrooms, and peas in a cream sauce or in a garlic olive oil and white wine clear sauce."
3732,3732,Bonta Italian Ristorante,Pasta - Alla Panna (Cream Sauce),Milano (Full),"Italian ham, mushrooms, and peas in a cream sauce or in a garlic olive oil and white wine clear sauce."
3733,3733,Bonta Italian Ristorante,Pasta - Alla Panna (Cream Sauce),Funghi (Half),Lots and lots of mushrooms in a cream sauce.
3734,3734,Bonta Italian Ristorante,Pasta - Alla Panna (Cream Sauce),Funghi (Full),Lots and lots of mushrooms in a cream sauce.
3735,3735,Bonta Italian Ristorante,Pasta - Alla Panna (Cream Sauce),Napoletana (Half),"Baby shrimp, baby clams, fresh garlic, and lemon zest in a white wine and cream sauce."
3736,3736,Bonta Italian Ristorante,Pasta - Alla Panna (Cream Sauce),Napoletana (Full),"Baby shrimp, baby clams, fresh garlic, and lemon zest in a white wine and cream sauce."
3737,3737,Bonta Italian Ristorante,Pasta - Alla Panna (Cream Sauce),Du Chef (Half),Fresh smoked salmon chunks and mushrooms in a cream sauce.
3738,3738,Bonta Italian Ristorante,Pasta - Alla Panna (Cream Sauce),Du Chef (Full),Fresh smoked salmon chunks and mushrooms in a cream sauce.
3739,3739,Bonta Italian Ristorante,Pasta - Alla Panna (Cream Sauce),Gamberreti (Half),Prawn and garlic in a white wine and cream sauce.
3740,3740,Bonta Italian Ristorante,Pasta - Alla Panna (Cream Sauce),Gamberreti (Full),Prawn and garlic in a white wine and cream sauce.
3741,3741,Bonta Italian Ristorante,Pasta - Alla Panna (Cream Sauce),Da Vinci (Half),"Chicken breast, fresh tomatoes, fresh spinach, and asiago cheese in a garlic cream sauce."
3742,3742,Bonta Italian Ristorante,Pasta - Alla Panna (Cream Sauce),Da Vinci (Full),"Chicken breast, fresh tomatoes, fresh spinach, and asiago cheese in a garlic cream sauce."
3743,3743,Bonta Italian Ristorante,Pasta - Con Aglio Olio (Extra Virgin Olive Oil),Alla Mediterraneo (Half),"Fresh tomatoes, red pepper, fresh spinach, and feta cheese in garlic olive oil white wine clear sauce."
3744,3744,Bonta Italian Ristorante,Pasta - Con Aglio Olio (Extra Virgin Olive Oil),Alla Mediterraneo (Full),"Fresh tomatoes, red pepper, fresh spinach, and feta cheese in garlic olive oil white wine clear sauce."
3745,3745,Bonta Italian Ristorante,Pasta - Con Aglio Olio (Extra Virgin Olive Oil),Pomodoro Bocconcini (Half),"Fresh tomatoes, garlic, bocconcini, basil, and extra-virgin olive oil with touch of tomato sauce."
3746,3746,Bonta Italian Ristorante,Pasta - Con Aglio Olio (Extra Virgin Olive Oil),Pomodoro Bocconcini (Full),"Fresh tomatoes, garlic, bocconcini, basil, and extra-virgin olive oil with touch of tomato sauce."
3747,3747,Bonta Italian Ristorante,Pasta - Con Aglio Olio (Extra Virgin Olive Oil),All' Emeiliana (Half),"Spicy Italian sausage, bacon, fresh tomatoes, basil, black olives, and feta cheese in a garlic olive oil white wine clear sauce."
3748,3748,Bonta Italian Ristorante,Pasta - Con Aglio Olio (Extra Virgin Olive Oil),All' Emeiliana (Full),"Spicy Italian sausage, bacon, fresh tomatoes, basil, black olives, and feta cheese in a garlic olive oil white wine clear sauce."
3749,3749,Bonta Italian Ristorante,Pasta - Con Aglio Olio (Extra Virgin Olive Oil),Toscana (Half),"Diced chicken breast, fresh tomatoes, black olives, and feta cheese in a garlic olive oil white wine clear sauce."
3750,3750,Bonta Italian Ristorante,Pasta - Con Aglio Olio (Extra Virgin Olive Oil),Toscana (Full),"Diced chicken breast, fresh tomatoes, black olives, and feta cheese in a garlic olive oil white wine clear sauce."
3751,3751,Bonta Italian Ristorante,Pasta - Con Aglio Olio (Extra Virgin Olive Oil),Mamma Mia (Half),"Baby shrimp, baby clams, baby scallops, and prawns in a garlic olive oil white wine clear sauce."
3752,3752,Bonta Italian Ristorante,Pasta - Con Aglio Olio (Extra Virgin Olive Oil),Mamma Mia (Full),"Baby shrimp, baby clams, baby scallops, and prawns in a garlic olive oil white wine clear sauce."
3753,3753,Bonta Italian Ristorante,Pasta - Con Aglio Olio (Extra Virgin Olive Oil),Michelangelo (Half),"Diced chicken breast, broccoli, red peppers, mushrooms, and ginger in a garlic olive oil white wine clear sauce."
3754,3754,Bonta Italian Ristorante,Pasta - Con Aglio Olio (Extra Virgin Olive Oil),Michelangelo (Full),"Diced chicken breast, broccoli, red peppers, mushrooms, and ginger in a garlic olive oil white wine clear sauce."
3755,3755,Bonta Italian Ristorante,Pasta - Con Aglio Olio (Extra Virgin Olive Oil),Puttanesca (Half),Anchovies and black olives in extra virgin olive oil with touch of tomato sauce.
3756,3756,Bonta Italian Ristorante,Pasta - Con Aglio Olio (Extra Virgin Olive Oil),Puttanesca (Full),Anchovies and black olives in extra virgin olive oil with touch of tomato sauce.
3757,3757,Bonta Italian Ristorante,Pasta - Con Aglio Olio (Extra Virgin Olive Oil),Aglio Olio Pepperoncini (Half),"Fresh chopped basil, Italian parsley, and crushed chilli pepper in a garlic olive oil white wine clear sauce."
3758,3758,Bonta Italian Ristorante,Pasta - Con Aglio Olio (Extra Virgin Olive Oil),Aglio Olio Pepperoncini (Full),"Fresh chopped basil, Italian parsley, and crushed chilli pepper in a garlic olive oil white wine clear sauce."
3759,3759,Bonta Italian Ristorante,Pasta - Con Aglio Olio (Extra Virgin Olive Oil),Calabrese (Half),"Spicy Italian sausage, green peppers, red onions, and extra virgin olive oil with touch of tomato sauce."
3760,3760,Bonta Italian Ristorante,Pasta - Con Aglio Olio (Extra Virgin Olive Oil),Calabrese (Full),"Spicy Italian sausage, green peppers, red onions, and extra virgin olive oil with touch of tomato sauce."
3761,3761,Bonta Italian Ristorante,Sugo Di Pomodoro (Rose Sauce),Alla Vodka (Full),"Italian salami, diced onions, and a shot of vodka in tomato sauce with a touch of cream."
3762,3762,Bonta Italian Ristorante,Sugo Di Pomodoro (Rose Sauce),Alla Vodka (Half),"Italian salami, diced onions, and a shot of vodka in tomato sauce with a touch of cream."
3763,3763,Bonta Italian Ristorante,Sugo Di Pomodoro (Rose Sauce),Marco Polo full,"Diced chicken breast, baby shrimp, spicy Italian sausage, and mushrooms in a spicy tomato sauce with a touch of cream."
3764,3764,Bonta Italian Ristorante,Sugo Di Pomodoro (Rose Sauce),Marco Polo half,"Diced chicken breast, baby shrimp, spicy Italian sausage, and mushrooms in a spicy tomato sauce with a touch of cream."
3765,3765,Bonta Italian Ristorante,Sugo Di Pomodoro (Rose Sauce),Alla Creola full,"Prawns, baby shrimp, curry, and a shot of bourbon in tomato sauce with a touch of cream."
3766,3766,Bonta Italian Ristorante,Sugo Di Pomodoro (Rose Sauce),Alla Creola half,"Prawns, baby shrimp, curry, and a shot of bourbon in tomato sauce with a touch of cream."
3767,3767,Bonta Italian Ristorante,Sugo Di Pomodoro (Rose Sauce),Boscaiola (full),Fresh mushrooms and garlic in tomato sauce with a touch of cream.
3768,3768,Bonta Italian Ristorante,Sugo Di Pomodoro (Rose Sauce),Boscaiola half,Fresh mushrooms and garlic in tomato sauce with a touch of cream.
3769,3769,Bonta Italian Ristorante,Specialita Della Casa,Saffron Lamb Shank,Saffron Lamb Shank comes with homemade gnocchi and aglio olio clear sauce.
3770,3770,Bonta Italian Ristorante,Specialita Della Casa,Meat Lasagna,Meat Lasagna is served with meat sauce and baked with mozzarella cheese.
3771,3771,Bonta Italian Ristorante,Specialita Della Casa,Spinach and Ricotta Cheese Cannelloni,Spinach and Ricotta Cheese Cannelloni is served with creamy tomato sauce and baked with mozzarella cheese.
3772,3772,Bonta Italian Ristorante,Specialita Della Casa,Frutti di Mare,"Prawns, baby clams, baby scallops, shrimp, and tomato in a garlic olive oil white wine sauce."
3773,3773,Bonta Italian Ristorante,Specialita Della Casa,Pollo Alla Parmiggiana,"Breaded chicken cutlet, mozzarella cheese, slice of ham, and a touch of tomato sauce served with your choice of pasta and sauce."
3774,3774,Bonta Italian Ristorante,Specialita Della Casa,Tortellini Alla Panna,Meat stuffed tortellini with a creamy mozzarella cheese sauce.
3775,3775,Bonta Italian Ristorante,Specialita Della Casa,Lobster Ravioli,Lobster Ravioli is served with Rosé sauce.
3776,3776,Bonta Italian Ristorante,Specialita Della Casa,Gnocchi Cardinale,Creamy tomato meat sauce.
3777,3777,Bonta Italian Ristorante,Specialita Della Casa,Italian Feast (Good for Two People),"Choose three of the following specialties and create your own personal feast: Meat lasagna, spaghetti bolognese, pollo alla parmiggiana, and fettuccinie alfredo."
3778,3778,Bonta Italian Ristorante,Specialita Della Casa,Italian Rosmary Lemon Garlic chicken,Italian Rosmary Lemon Garlich is served with your choice of pasta and sauce.
3779,3779,Bonta Italian Ristorante,12 - Thin Crust Pizza,"12"" Quattro Formaggi Pizza","Mozzarella, bocconcini, provolone, and feta."
3780,3780,Bonta Italian Ristorante,12 - Thin Crust Pizza,"12"" Ortolana Pizza","Artichokes, mushrooms, roasted red peppers, and red onions."
3781,3781,Bonta Italian Ristorante,12 - Thin Crust Pizza,"12"" Alla Marinara Pizza","Anchovies, Kalamata olives, and garlic."
3782,3782,Bonta Italian Ristorante,12 - Thin Crust Pizza,"12"" Sicilian Pizza","Sliced black olives, mushrooms, and prosciutto."
3783,3783,Bonta Italian Ristorante,12 - Thin Crust Pizza,"12"" Popeye Pizza","Spinach, red onions, and feta cheese."
3784,3784,Bonta Italian Ristorante,12 - Thin Crust Pizza,"12"" Alla Romana Pizza","Salsiccia Napoli, smoky bacon, porchetta, and mushrooms."
3785,3785,Bonta Italian Ristorante,12 - Thin Crust Pizza,"12"" Napoli Pizza","Spicy Italian sausage, green peppers, and red onions."
3786,3786,Bonta Italian Ristorante,12 - Thin Crust Pizza,"12"" Caprese Pizza","Fresh tomatoes, bocconcini, and basil."
3787,3787,Bonta Italian Ristorante,12 - Thin Crust Pizza,"12"" Godfather Pizza","Salami, prosciutto, spicy Italian sausage, and jalapeno peppers."
3788,3788,Bonta Italian Ristorante,12 - Thin Crust Pizza,"12"" Al Pesto Pizza","Pesto, sundried tomatoes, and mushrooms."
3789,3789,Bonta Italian Ristorante,12 - Thin Crust Pizza,"12"" Caprino Pizza","Salami, hot banana peppers, and red onions."
3790,3790,Bonta Italian Ristorante,12 - Thin Crust Pizza,"12"" Alla Fiorentina Pizza","Spinach, oven-roasted chicken, and hot banana peppers."
3791,3791,Bonta Italian Ristorante,12 - Thin Crust Pizza,"12"" Staggione Pizza","Shrimp, spicy Italian sausage, chicken, and sliced black olives."
3792,3792,Bonta Italian Ristorante,12 - Thin Crust Pizza,"12"" Soprano Pizza","Spicy capicolo, soppressata, roasted garlic, and basil."
3793,3793,Bonta Italian Ristorante,12 - Thin Crust Pizza,"12"" Pollo Rustica Pizza","Oven-roasted chicken, marinated artichoke hearts, and red onion garnished with fresh cilantro."
3794,3794,Bonta Italian Ristorante,12 - Thin Crust Pizza,"12"" Prosciutto and Arugula Pizza",Prosciutto and grape tomatoes finished with fresh arugula and shaved parmigiano reggiano.
3795,3795,Bonta Italian Ristorante,12 - Thin Crust Pizza,"12"" Margherita Classic Italian Pizza",Tomato sauce and mozzarella cheese.
3796,3796,Bonta Italian Ristorante,Create Your Own Pizza	,Create Your Own Pizza,
3797,3797,Bonta Italian Ristorante,Dessert,Torta Al Cioccolate (Chocolate Cake),Comes with Nutella sauce and crushed hazelnuts on top.
3798,3798,Bonta Italian Ristorante,Dessert,Tiramisu,
3799,3799,Bonta Italian Ristorante,Dessert,Cheese Cake,
3800,3800,Bonta Italian Ristorante,Beverages,Diet Coke,
3801,3801,Bonta Italian Ristorante,Beverages,Coke,
3802,3802,Bonta Italian Ristorante,Beverages,Sprite,
3803,3803,Bonta Italian Ristorante,Beverages,Sanpellegringo,
3804,3804,Bonta Italian Ristorante,Red Wine,Valpolicella Classico - Bolla (1 x 750ml Bottle),(12.5% ABV) 
3805,3805,Bonta Italian Ristorante,Red Wine,Five Vineyards - Cabernet Merlot (1 x 750ml Bottle),(14.0% ABV) 
3806,3806,Bonta Italian Ristorante,Red Wine,Pinot Noir - Jp Chenet Reserve (1 x 750ml Bottle),(12.5% ABV) 
3807,3807,Bonta Italian Ristorante,Red Wine,Castel Del Monte - Tormaresca Trentangeli Organic (1 x 750ml Bottle),(14.5% ABV) 
3808,3808,Bonta Italian Ristorante,White Wine,Heron Bay - Sauvignon Blanc (1 x 750ml Bottle),(12.5% ABV) 
3809,3809,Bonta Italian Ristorante,White Wine,Cedarcreek - Pinot Gris (1 x 750ml Bottle),(13.2% ABV) 
3810,3810,Bonta Italian Ristorante,White Wine,Mission Hill Reserve Riesling,"Vibrant acidity and incredible freshness, complemented with crisp pear, green apple, juicy lime and a stony minerality."
3811,3811,Bonta Italian Ristorante,Beer,Corona (1 x 330ml Can),(4.6% ABV) 
3812,3812,Bonta Italian Ristorante,Beer,Somersby - Apple Can (1 x 473ml Can),(4.5% ABV) 
3813,3813,Bonta Italian Ristorante,Beer,Stella Artois (1 x 330ml Bottle),(5.0% ABV) 
3814,3814,Bonta Italian Ristorante,Beer,Blue Buck (1 x 355ml Can),(5.0% ABV) 
3815,3815,Bonta Italian Ristorante,Beer,Peroni (1 x 330ml Can),(5.0% ABV) 
3816,3816,Bonta Italian Ristorante,Beer,Heineken (1 x 330ml Can),(5.0% ABV) 
3817,3817,Bonta Italian Ristorante,Beer,Budweiser (1 x 355ml Can),(5.0% ABV) 
3818,3818,Bonta Italian Ristorante,Sparkling Wine,Henkell (1 x 200ml bottle),(11.5% ABV) 
3819,3819,Dim Sum King Seafood Restaurant,Bao,BBQ Pork Bao,"A fluffy bun, hiding tender pork marinated in a delicious BBQ sauce."
3820,3820,Dim Sum King Seafood Restaurant,Bao,Jumbo Deluxe Bao,"A delicious mix of chicken, Chinese sausage, duck yolk, and mushroom in a fluffy jumbo-sized bun."
3821,3821,Dim Sum King Seafood Restaurant,Bao,Chicken Bao,Tasty chicken and scallion in a fluffy bun
3822,3822,Dim Sum King Seafood Restaurant,Bao,Pork and Vegetable Bao,Succulent pork and vegetables wrapped in a fluffy bun.
3823,3823,Dim Sum King Seafood Restaurant,Bao,Mini Vegan Bao,"Taiwanese cabbage, carrot, corn, sweet peas, and vermicelli in a perfectly snack-sized bun."
3824,3824,Dim Sum King Seafood Restaurant,Bao,Black Sesame Bao,Delicious steamed bun filled with sweet toasted black sesame giving a delightful nutty taste. **This product does not contain nuts or peanuts**.
3825,3825,Dim Sum King Seafood Restaurant,Bao,Bao Combo ( 1 of Each Kind) (6 pcs),"Can't pick a favorite bun? Try a sample box of each of Kam Wai's fluffy steamed buns! Includes one each of jumbo deluxe, bbq pork, chicken, pork and vegetable, mini vegan, and black sesame buns."
3826,3826,Dim Sum King Seafood Restaurant,Steamed,Ha Gow (Shrimp Dumpling) (4 pcs),"Subtly seasoned shrimp in a tapioca starch wrapper, steamed just right. One order comes with four pieces."
3827,3827,Dim Sum King Seafood Restaurant,Steamed,Pork Siu Mai (4 pcs),"Classic siu mai pork dumplings, filled with juicy and delicious pork and steamed perfectly. One order comes with four pieces."
3828,3828,Dim Sum King Seafood Restaurant,Steamed,Beef Meatball (3 pcs),"Mouthwatering beef meatballs, seasoned perfectly, and steamed until juicy. One order comes with three pieces."
3829,3829,Dim Sum King Seafood Restaurant,Steamed,Basa & Spinach Beancurd Roll (4 pcs),"Flavourful basa fish, crunchy water chestnut and buttery spinach wrapped in beancurd skin and steamed just right."
3830,3830,Dim Sum King Seafood Restaurant,Steamed,Pork Beancurd Roll (4 pcs),Succulent pork and bamboo shoots wrapped in bean curd skin and steamed just right.
3831,3831,Dim Sum King Seafood Restaurant,Pan-Fried,Turnip Cake (4 pcs),"Lobak radish, Chinese sausage, and dried shrimp encased in rice cake and pan-fried until both sides are a delicious golden brown. One order comes with four pieces."
3832,3832,Dim Sum King Seafood Restaurant,Pan-Fried,Pork and Vegetable Pot Sticker (5 pcs),"Succulent pork and vegetable dumplings, steamed and pan-fried until perfectly golden brown. One order comes with five pieces."
3833,3833,Dim Sum King Seafood Restaurant,Pan-Fried,Vegan Mushroom Dumpling (5 pcs),"Dumplings with a delicious, savoury blend of mushrooms, steamed and pan-fried until golden brown."
3834,3834,Dim Sum King Seafood Restaurant,Rice,Chicken and Chinese Sausage Lotus Leaf Wrap,"Perfectly seasoned chicken, pork, and Chinese sausage in glutinous rice, and wrapped and steamed in lotus leaf."
3835,3835,Dim Sum King Seafood Restaurant,Rice,Black Bean Spare Rib Rice Bowl,"Delicious pork spare ribs marinated in black bean sauce, on a bed of fluffy steamed rice. Served with Kam Wai's house soy sauce."
3836,3836,Dim Sum King Seafood Restaurant,Rice,Ginger Mushroom Chicken Rice Bowl,"Shiitake mushrooms, ginger and tender chicken nestled on a bed of steamed rice. Served with our House Soy Sauce."
3837,3837,Dim Sum King Seafood Restaurant,Rice,Pork Patty with Preserved Vegetable Rice Bowl,A patty of succulent ground pork and preserved vegetable sitting on a bed of steamed rice. Served with our House Soy Sauce.
3838,3838,Dim Sum King Seafood Restaurant,Soup and Congee,Congee,Hearty congee with salted pork and century egg.
3839,3839,Dim Sum King Seafood Restaurant,Soup and Congee,Wonton Soup (6 pcs),Plump and tasty pork wontons in a mouthwatering fish broth. One order comes with six pieces.
3840,3840,Dim Sum King Seafood Restaurant,Sauces,Garlic and Chili Hot Sauce,Kam Wai's hot sauce paste with chili and garlic.
3841,3841,Dim Sum King Seafood Restaurant,Sauces,House Soy Sauce,Kam Wai's house-made soy sauce infused with aromatics and a touch of sweetness.
